Unnamed: 0,sample_id,organ,oncotree_code,disease_state,st_technology,oncotree_code_filled
179,ZEN46,Bowel,COAD,Cancer,Visium,COAD
180,MEND90,Lung,,Healthy,Visium,Healthy
181,MISC52,Bowel,,Tumor,Visium,Unknown
182,NCBI479,Skin,,Diseased,Visium,Diseased_Unspecified
183,INT24,Kidney,CCRCC,Cancer,Visium,CCRCC
184,NCBI657,Brain,,Diseased,Visium,Diseased_Unspecified
185,MEND33,Bowel,,Healthy,Visium,Healthy
186,SPA127,Breast,IDC,Cancer,Spatial Transcriptomics,IDC
187,NCBI673,Liver,,Diseased,Visium,Diseased_Unspecified
188,NCBI591,Eye,,Diseased,Visium,Diseased_Unspecified
189,NCBI881,Lung,,Diseased,Xenium,Diseased_Unspecified
190,MISC46,Bowel,COAD,Cancer,Visium,COAD
191,NCBI784,Breast,IDC,Cancer,Xenium,IDC
192,ZEN48,Bowel,READ,Cancer,Visium,READ
193,MISC56,Bowel,COAD,Cancer,Visium,COAD
195,NCBI518,Skin,,Diseased,Visium,Diseased_Unspecified
196,INT19,Kidney,CCRCC,Cancer,Visium,CCRCC
197,NCBI602,Bladder,BLCA,Cancer,Visium,BLCA
199,SPA137,Breast,IDC,Cancer,Spatial Transcriptomics,IDC
200,NCBI563,Kidney,,Diseased,Visium,Diseased_Unspecified
202,NCBI592,Eye,,Diseased,Visium,Diseased_Unspecified
203,MEND23,Prostate,,Cancer,Spatial Transcriptomics,Cancer_Unspecified
204,SPA148,Breast,IDC,Cancer,Spatial Transcriptomics,IDC
206,INT5,Kidney,CCRCC,Cancer,Visium,CCRCC
207,NCBI571,Pancreas,PAAD,Cancer,Visium,PAAD
209,MEND59,Prostate,,Cancer,Visium,Cancer_Unspecified
212,NCBI694,Kidney,,Diseased,Visium,Diseased_Unspecified
214,MEND85,Lung,,Healthy,Visium,Healthy
216,INT6,Kidney,CCRCC,Cancer,Visium,CCRCC
217,TENX15,Heart,,Healthy,Visium,Healthy
218,ZEN38,Bowel,COAD,Cancer,Visium,COAD
220,NCBI536,Lung,,Treated,Visium,Treated_Unspecified
222,MISC66,Bowel,COAD,Cancer,Visium,COAD
223,MISC30,Lung,,Treated,Visium,Treated_Unspecified
225,MISC9,Brain,,Healthy,Visium,Healthy
226,MISC59,Bowel,,Tumor,Visium,Unknown
228,SPA130,Breast,IDC,Cancer,Spatial Transcriptomics,IDC
229,MEND160,Prostate,PRAD,Cancer,Visium,PRAD
230,MISC44,Bowel,COAD,Cancer,Visium,COAD
231,NCBI636,Brain,EPM,Cancer,Visium,EPM
232,NCBI675,Liver,,Diseased,Visium,Diseased_Unspecified
233,MISC71,Bowel,COAD,Cancer,Visium,COAD
235,MISC26,Lung,,Treated,Visium,Treated_Unspecified
236,NCBI524,Skin,,Diseased,Visium,Diseased_Unspecified
237,NCBI566,Kidney,,Diseased,Visium,Diseased_Unspecified
238,NCBI866,Lung,,Diseased,Xenium,Diseased_Unspecified
239,MEND14,Prostate,,Cancer,Spatial Transcriptomics,Cancer_Unspecified
240,NCBI691,Uterus,,Diseased,Visium,Diseased_Unspecified
241,MEND62,Prostate,,Cancer,Visium,Cancer_Unspecified
242,NCBI534,Lung,,Healthy,Visium,Healthy
243,MISC14,Lung,,Treated,Visium,Treated_Unspecified
244,NCBI503,Skin,,Diseased,Visium,Diseased_Unspecified
245,MEND158,Prostate,PRAD,Cancer,Visium,PRAD
246,MISC65,Bowel,COAD,Cancer,Visium,COAD
248,NCBI690,Uterus,,Diseased,Visium,Diseased_Unspecified
249,MEND64,Brain,,Cancer,Visium,Cancer_Unspecified
250,NCBI593,Eye,,Diseased,Visium,Diseased_Unspecified
251,NCBI876,Lung,,Healthy,Xenium,Healthy
252,MISC41,Bowel,COAD,Cancer,Visium,COAD
253,MEND159,Prostate,PRAD,Cancer,Visium,PRAD
254,NCBI703,Kidney,,Diseased,Visium,Diseased_Unspecified
255,MEND7,Prostate,,Cancer,Spatial Transcriptomics,Cancer_Unspecified
256,MISC50,Bowel,COAD,Cancer,Visium,COAD
257,NCBI767,Skin,CSCC,Cancer,Spatial Transcriptomics,CSCC
258,TENX27,Brain,,Healthy,Visium,Healthy
260,NCBI540,Kidney,,Treated,Visium,Treated_Unspecified
261,TENX68,Breast,IDC,Cancer,Visium,IDC
262,INT7,Kidney,CCRCC,Cancer,Visium,CCRCC
263,MEND3,Prostate,,Cancer,Spatial Transcriptomics,Cancer_Unspecified
264,MISC22,Lung,,Treated,Visium,Treated_Unspecified
267,NCBI882,Lung,,Diseased,Xenium,Diseased_Unspecified
268,SPA145,Breast,IDC,Cancer,Spatial Transcriptomics,IDC
269,NCBI873,Lung,,Diseased,Xenium,Diseased_Unspecified
270,MISC61,Bowel,,Tumor,Visium,Unknown
273,TENX121,Liver,,Healthy,Xenium,Healthy
274,MEND89,Lung,,Healthy,Visium,Healthy
275,NCBI693,Kidney,,Diseased,Visium,Diseased_Unspecified
276,NCBI570,Pancreas,PAAD,Cancer,Visium,PAAD
277,TENX148,Bowel,COAD,Cancer,Xenium,COAD
278,INT2,Kidney,CCRCC,Cancer,Visium,CCRCC
280,SPA136,Breast,IDC,Cancer,Spatial Transcriptomics,IDC
281,MEND41,Lung,,Healthy,Visium,Healthy
282,NCBI630,Brain,EPM,Cancer,Visium,EPM
283,NCBI471,Skin,,Diseased,Visium,Diseased_Unspecified
284,SPA139,Breast,IDC,Cancer,Spatial Transcriptomics,IDC
286,MEND93,Bowel,,Healthy,Visium,Healthy
287,SPA147,Breast,IDC,Cancer,Spatial Transcriptomics,IDC
289,TENX65,Ovary,HGSOC,Cancer,Visium,HGSOC
290,MEND88,Lung,,Healthy,Visium,Healthy
292,MEND61,Prostate,,Cancer,Visium,Cancer_Unspecified
293,TENX134,Lymphoid,ALL,Cancer,Xenium,ALL
294,MEND66,Brain,,Cancer,Visium,Cancer_Unspecified
295,NCBI653,Brain,,Diseased,Visium,Diseased_Unspecified
296,TENX153,Bowel,,Healthy,Visium HD,Healthy
297,MEND156,Prostate,PRAD,Cancer,Visium,PRAD
298,NCBI594,Eye,,Healthy,Visium,Healthy
301,NCBI856,Lung,,Diseased,Xenium,Diseased_Unspecified
304,MEND15,Prostate,,Cancer,Spatial Transcriptomics,Cancer_Unspecified
305,NCBI568,Kidney,,Healthy,Visium,Healthy
306,INT22,Kidney,CCRCC,Cancer,Visium,CCRCC
307,MISC13,Lung,,Treated,Visium,Treated_Unspecified
309,SPA122,Breast,IDC,Cancer,Spatial Transcriptomics,IDC
312,MEND38,Skin,,Cancer,Visium,Cancer_Unspecified
313,NCBI628,Brain,EPM,Cancer,Visium,EPM
314,NCBI632,Brain,EPM,Cancer,Visium,EPM
315,MEND96,Bowel,,Healthy,Visium,Healthy
316,INT4,Kidney,CCRCC,Cancer,Visium,CCRCC
318,NCBI2,Cervix,Unknown,Cancer,Visium,Unknown
319,NCBI764,Skin,CSCC,Cancer,Spatial Transcriptomics,CSCC
320,MISC38,Bowel,COAD,Cancer,Visium,COAD
321,MEND13,Prostate,,Cancer,Spatial Transcriptomics,Cancer_Unspecified
322,TENX30,Brain,GBM,Cancer,Visium,GBM
323,TENX56,Brain,,Healthy,Visium,Healthy
324,TENX143,Lymphoid,,Diseased,Xenium,Diseased_Unspecified
325,MISC1,Brain,,Healthy,Visium,Healthy
326,NCBI461,Skin,,Diseased,Visium,Diseased_Unspecified
327,NCBI489,Skin,,Diseased,Visium,Diseased_Unspecified
328,ZEN43,Bowel,COAD,Cancer,Visium,COAD
329,MISC69,Bowel,COAD,Cancer,Visium,COAD
330,MEND6,Prostate,,Cancer,Spatial Transcriptomics,Cancer_Unspecified
332,NCBI490,Skin,,Diseased,Visium,Diseased_Unspecified
333,MISC70,Bowel,COAD,Cancer,Visium,COAD
334,NCBI826,Liver,,Diseased,Visium,Diseased_Unspecified
335,NCBI639,Brain,EPM,Cancer,Visium,EPM
337,NCBI641,Brain,EPM,Cancer,Visium,EPM
338,MISC20,Lung,,Treated,Visium,Treated_Unspecified
339,TENX158,Skin,SKCM,Cancer,Xenium,SKCM
340,NCBI643,Liver,HCC,Cancer,Visium,HCC
341,NCBI481,Skin,,Diseased,Visium,Diseased_Unspecified
342,TENX154,Bowel,COAD,Cancer,Visium HD,COAD
343,INT8,Kidney,CCRCC,Cancer,Visium,CCRCC
344,MEND87,Lung,,Healthy,Visium,Healthy
345,NCBI695,Kidney,,Diseased,Visium,Diseased_Unspecified
348,MEND5,Prostate,,Cancer,Spatial Transcriptomics,Cancer_Unspecified
350,TENX156,Bowel,COAD,Cancer,Visium HD,COAD
351,INT23,Kidney,CCRCC,Cancer,Visium,CCRCC
352,SPA120,Breast,IDC,Cancer,Spatial Transcriptomics,IDC
353,NCBI521,Skin,,Diseased,Visium,Diseased_Unspecified
355,NCBI515,Skin,,Diseased,Visium,Diseased_Unspecified
356,INT16,Kidney,CCRCC,Cancer,Visium,CCRCC
357,MEND40,Skin,,Cancer,Visium,Cancer_Unspecified
358,TENX89,Bowel,COAD,Cancer,Visium,COAD
359,NCBI485,Skin,,Diseased,Visium,Diseased_Unspecified
360,NCBI785,Breast,IDC,Cancer,Xenium,IDC
362,NCBI656,Brain,,Diseased,Visium,Diseased_Unspecified
364,TENX90,Bowel,COAD,Cancer,Visium,COAD
365,MISC57,Bowel,COAD,Cancer,Visium,COAD
367,TENX51,Ovary,SOC,Cancer,Visium,SOC
369,TENX96,Breast,ILC,Cancer,Xenium,ILC
370,NCBI498,Skin,,Diseased,Visium,Diseased_Unspecified
371,TENX53,Breast,IDC,Cancer,Visium,IDC
373,MISC49,Bowel,COAD,Cancer,Visium,COAD
374,NCBI867,Lung,,Diseased,Xenium,Diseased_Unspecified
375,NCBI476,Skin,,Diseased,Visium,Diseased_Unspecified
376,MISC35,Bowel,COAD,Cancer,Visium,COAD
378,NCBI829,Liver,,Healthy,Visium,Healthy
380,MEND37,Skin,,Cancer,Visium,Cancer_Unspecified
381,MISC7,Brain,,Healthy,Visium,Healthy
382,NCBI470,Skin,,Diseased,Visium,Diseased_Unspecified
383,NCBI516,Skin,,Diseased,Visium,Diseased_Unspecified
384,TENX123,Skin,,Healthy,Xenium,Healthy
385,MISC64,Bowel,COAD,Cancer,Visium,COAD
386,MEND9,Prostate,,Cancer,Spatial Transcriptomics,Cancer_Unspecified
388,NCBI875,Lung,,Healthy,Xenium,Healthy
389,INT17,Kidney,CCRCC,Cancer,Visium,CCRCC
391,MEND86,Lung,,Healthy,Visium,Healthy
392,MEND92,Bowel,,Healthy,Visium,Healthy
395,INT25,Prostate,PRAD,Cancer,Visium,PRAD
396,TENX70,Bowel,COADREAD,Cancer,Visium,COADREAD
397,TENX125,Lymphoid,,Diseased,Xenium,Diseased_Unspecified
398,NCBI462,Skin,,Diseased,Visium,Diseased_Unspecified
400,ZEN49,Bowel,READ,Cancer,Visium,READ
401,NCBI704,Kidney,,Diseased,Visium,Diseased_Unspecified
403,MISC36,Bowel,COAD,Cancer,Visium,COAD
404,INT27,Prostate,PRAD,Cancer,Visium,PRAD
405,ZEN41,Bowel,,Healthy,Visium,Healthy
406,SPA138,Breast,IDC,Cancer,Spatial Transcriptomics,IDC
410,NCBI509,Skin,,Diseased,Visium,Diseased_Unspecified
411,TENX50,Cervix,CESC,Cancer,Visium,CESC
413,TENX133,Lymphoid,,Healthy,Xenium,Healthy
414,NCBI635,Brain,EPM,Cancer,Visium,EPM
416,NCBI565,Kidney,,Diseased,Visium,Diseased_Unspecified
417,NCBI475,Skin,,Diseased,Visium,Diseased_Unspecified
418,NCBI762,Skin,CSCC,Cancer,Spatial Transcriptomics,CSCC
420,NCBI496,Skin,,Diseased,Visium,Diseased_Unspecified
421,ZEN44,Bowel,COAD,Cancer,Visium,COAD
422,NCBI478,Skin,,Diseased,Visium,Diseased_Unspecified
423,SPA129,Breast,IDC,Cancer,Spatial Transcriptomics,IDC
424,SPA124,Breast,IDC,Cancer,Spatial Transcriptomics,IDC
425,NCBI482,Skin,,Diseased,Visium,Diseased_Unspecified
426,NCBI765,Skin,CSCC,Cancer,Spatial Transcriptomics,CSCC
427,NCBI831,Liver,,Diseased,Visium,Diseased_Unspecified
428,MEND157,Prostate,PRAD,Cancer,Visium,PRAD
429,TENX16,Lymph node,,Healthy,Visium,Healthy
430,TENX14,Breast,IDC,Cancer,Visium,IDC
431,SPA119,Breast,IDC,Cancer,Spatial Transcriptomics,IDC
432,MISC17,Lung,,Treated,Visium,Treated_Unspecified
433,MEND19,Prostate,,Cancer,Spatial Transcriptomics,Cancer_Unspecified
434,NCBI600,Bladder,BLCA,Cancer,Visium,BLCA
435,NCBI763,Skin,CSCC,Cancer,Spatial Transcriptomics,CSCC
436,NCBI864,Lung,,Diseased,Xenium,Diseased_Unspecified
437,MEND22,Prostate,,Cancer,Spatial Transcriptomics,Cancer_Unspecified
438,NCBI830,Liver,,Healthy,Visium,Healthy
440,MISC33,Bowel,COAD,Cancer,Visium,COAD
441,NCBI484,Skin,,Diseased,Visium,Diseased_Unspecified
447,MISC55,Bowel,,Tumor,Visium,Unknown
448,MISC62,Bowel,COAD,Cancer,Visium,COAD
449,MISC23,Lung,,Treated,Visium,Treated_Unspecified
450,TENX97,Breast,IDC,Cancer,Xenium,IDC
451,MISC6,Brain,,Healthy,Visium,Healthy
454,NCBI884,Lung,,Healthy,Xenium,Healthy
455,NCBI483,Skin,,Diseased,Visium,Diseased_Unspecified
456,NCBI697,Kidney,,Diseased,Visium,Diseased_Unspecified
457,INT35,Prostate,PRAD,Cancer,Visium,PRAD
459,TENX139,Bowel,COADREAD,Cancer,Xenium,COADREAD
460,NCBI707,Kidney,,Diseased,Visium,Diseased_Unspecified
461,SPA0,Breast,IDC,Cancer,Spatial Transcriptomics,IDC
462,NCBI710,Kidney,,Healthy,Visium,Healthy
464,MISC15,Lung,,Treated,Visium,Treated_Unspecified
466,MEND51,Lung,,Healthy,Visium,Healthy
467,NCBI535,Lung,,Treated,Visium,Treated_Unspecified
468,NCBI858,Lung,,Diseased,Xenium,Diseased_Unspecified
469,SPA134,Breast,IDC,Cancer,Spatial Transcriptomics,IDC
470,MEND47,Lung,,Healthy,Visium,Healthy
471,NCBI769,Skin,CSCC,Cancer,Spatial Transcriptomics,CSCC
473,MISC58,Bowel,COAD,Cancer,Visium,COAD
474,NCBI603,Bladder,BLCA,Cancer,Visium,BLCA
475,TENX23,Breast,ILC,Cancer,Visium,ILC
476,SPA133,Breast,IDC,Cancer,Spatial Transcriptomics,IDC
477,INT18,Kidney,CCRCC,Cancer,Visium,CCRCC
478,NCBI508,Skin,,Diseased,Visium,Diseased_Unspecified
479,MEND21,Prostate,,Cancer,Spatial Transcriptomics,Cancer_Unspecified
484,MISC39,Bowel,COAD,Cancer,Visium,COAD
487,MEND154,Prostate,PRAD,Cancer,Visium,PRAD
488,NCBI507,Skin,,Diseased,Visium,Diseased_Unspecified
489,NCBI655,Brain,,Diseased,Visium,Diseased_Unspecified
490,TENX152,Bowel,COAD,Cancer,Visium,COAD
491,NCBI640,Brain,EPM,Cancer,Visium,EPM
492,TENX157,Prostate,PRAD,Cancer,Xenium,PRAD
493,TENX144,Pancreas,,Healthy,Visium HD,Healthy
494,TENX142,Ovary,HGSOC,Cancer,Xenium,HGSOC
495,TENX138,Brain,GBM,Cancer,Xenium,GBM
496,TENX132,Bone,,Healthy,Xenium,Healthy
497,TENX119,Heart,,Healthy,Xenium,Healthy
